overall,vote,verified,reviewText,summary,unixReviewTime,Topic1,Topic2,Topic3,Topic4,Topic5,imagenum,nameverified,Sentiment,Length,Sentences,Flesch,Days,verified_option,Retail,vote_fillna
5.0,2.0,1,"I've been typing on various computer keyboards since I was around five years old.  While today's keyboards aren't as horrible as some of my youth--here's looking at you, Commodore 64!--they nonetheless can cause various maladies to development if used constantly.  In my line of work as a network administrator and full-time family tech support geek I'm typing quite a lot, and I remember seeing Microsoft's announcement about their new ""Natural"" Keyboard, back around 1994 or 1995.  I laughed at it--it looked silly, what with the split down the middle and the angling of the keys on each side.  It was as if Dali had spoken to someone at Microsoft and won the bet in a bar...

Right.  Well, around 1998 I started getting both numbness and painful cramping in my wrists and hands.  Guess what?  I ended up trying that original, bizarre Natural keyboard and it was TOUGH.  Took a great deal of training, trying to re-acclimate my hands to where the keys had been moved, and my typing speed hit a brick wall during the process.  Thankfully, however, after untold Mavis Beacon sessions and lessening pain and numbness, I persevered.

I now use this current model, the MS Natural Keyboard 4000, on all my desktop computers and laptops with docking stations.  I can attest firsthand the difference it has made in the quality of my life, given my line of work: I don't have to take pain medications constantly, I'm not relegated to using voice dictation software and suffering the speed and accuracy penalties often associated with it, and I don't dread long-term input sessions.

PRO's:
--Relatively inexpensive
--Not gaudy in appearance; black, grey, and silver colors don't stand out in a professional environment
--Keys are fairly quiet (although this could be a ""con""--see below)
--Wired - no batteries to replace or recharge!
--Numlock, Shiftlock and Capslock lights are centrally located and easily seen
--Integrated wrist rest is sloped just about right and uses a sort of anti-sweating material.  It works well for me.
--Most important feature: the angling ""in"" of the two halves of the keyboard allow the wrists to be more or less ""at ease"" when typing, resulting in lower stress on the joints and muscles when compared to traditional flat-across keyboards.

CON's:
--Keys are fairly quiet; if you want a keyboard with deafening clackety-clack audible and tactile feedback, this rubber-dome keyboard isn't for you.  Get an old IBM buckling springs one instead.
--Due to the rubber-dome nature of the construction, this keyboard won't last forever (unlike some of those old IBM keyboards mentioned above--wow).  However, that said, I type a great deal and still manage a good 3-4 years on these before I start having one or two keys fail to work 100% of the time.
--The retraining period isn't easy and may well take a bit longer than you'd expect; stick with it, though, and it's quite likely you just might end up typing _faster_ than on standard old keyboards--and hurting less, to boot!

BOTTOM LINE:
  It's a bit of a specialty market product, perhaps...  but if you're a person suffering from carpal tunnel/RTI or other issues around your wrists when you type, you owe it to yourself to at least try this style of keyboard.  It's made a significant difference for me and I'm very grateful for this product.","Comfortable, Pain-Free Typing (if You're Willing to Try it)",2013-03-11,0.48899000883102417,0.0415400005877018,0.3907099962234497,0.04952000081539154,0.029239999130368233,0,0.0,0.8348,554,1,-482.38,2714,0,1,2.0
3.0,3.0,0,"I have a love/hate relationship with this keyboard. This is my second one. The other one works just fine and the only reason I bought another one is because the letters and numbers wore off of the keys and (being a lousy typist who must look at the keyboard) I NEED to see which keys I'm typing on. My new keyboard, only 3 months old, is losing its O and R already!! Otherwise, I love this thing. My wrists and arms feel so much better when I use it. I don't mind the noise at all, since I used it at home and usually the TV is on, the dogs are making a ruckus, etc. so it just all blends in with the rest of the noise. But the keys losing their letters really irritates me to no end! That's just not right....

UPDATE: It's now May 30th, 2013 and since the first review I made, I've now lost the A and the E. Cheaply made, even though it does the trick ergonomically.","Great, but..........",2013-03-08,0.48374998569488525,0.03646000102162361,0.40042001008987427,0.05051000043749809,0.028860000893473625,0,0.0,-0.9228,173,10,87.76,2711,0,0,3.0
4.0,,1,"I was really hesitant to get an ergo keyboard for a long time because they just felt awkward.  This keyboard is perfect.  It's not obnoxiously separated, but still appeases your wrists' longing desire to not be bent in uncomfortable ways.

I'd give it 5-stars, but I find it incredibly annoying that I can't control music with it, i.e. the forward and back track buttons.  It has buttons for volume and a button for play/pause, but no track buttons.  This makes me sad.",Shape is great.  Not overly ergonomic,2013-03-08,0.47933998703956604,0.03677000105381012,0.4093100130558014,0.04548000171780586,0.029100000858306885,0,0.0,-0.8092,82,1,-3.3,2711,0,1,0.0
5.0,,1,"I have used this keyboard for six years (on two different computers). I have used other split keyboards but this is absolutely the best. The natural way your fingers align with the keyboard has to be experienced to appreciate.

As for it having a stiff space bar, that has not been an issue for me. You'll know right away by tactile feedback that you didn't hit it right. In just a little time your muscle memory will adjust so that each spacebar strike is accepted.",Best Ergonomic Keyboard,2013-03-08,0.484360009431839,0.03652999922633171,0.4050000011920929,0.0451899990439415,0.028909999877214432,0,0.0,0.9425,85,5,71.14,2711,0,1,0.0
3.0,,1,"The angle is great, the wrist wrest is almost perfect. But the space bar does stick a bit and is noisy. Definitely a flaw in the product, could be a deal breaker for anyone who types for long periods of time. Hopefully this loosens up with time, I'll edit this review in a few months.","Good, spacebar issue should be addressed however",2013-03-07,0.48980000615119934,0.03668000176548958,0.3934899866580963,0.050999999046325684,0.029030000790953636,0,0.0,0.8691,55,4,82.85,2710,0,1,0.0
4.0,,1,"Great item. I really like it and it works well.  some letters are fading off the keys after 6 months,",Great item. I really like it and it works well.  Why do i have to type so many words to rate it.,2013-03-05,0.47508999705314636,0.03740999847650528,0.4056299924850464,0.05226999893784523,0.029610000550746918,0,1.0,0.8399,20,1,76.56,2708,0,1,0.0
4.0,2.0,0,"I just received this keyboard. I echo the space bar problem. To be a little bit more explicit, here is the problem. On a conventional keyboard, the space bar is large. Right handers will probably hit space bar with their right hand, well to the right of the center of the space bar. On a normally functioning keyboard, this works effortlessly. On this microsoft keyboard, I literally cannot depress the keyboard if I try to depress the keyboard at the upper-right(or left)-most point of the space bar. The difficulty of pressing the space bar is decreasing as you get towards the center of the bar, but who in their right mind presses the space bar there?

Dissapointing design for sure. Had my work not paid for this, I would have returned it immediately. As is, I still haven't decided whether to keep my old non-ergo keyboard instead.

It's not like we are dealing with a key that isn't used frequently. I'm not harping about the f9 key here; it's the space bar.

*** Updated 1 month later ****
The space bar loosens up a bunch.  It's a tad bit noisy, but it's an OK keyboard.  I'm updating the initial 2 star rating to 4 stars.",Space bar problem - It improves over time.,2013-03-04,0.4914399981498718,0.041689999401569366,0.39063000679016113,0.046140000224113464,0.03010999970138073,0,0.0,0.692,203,11,69.62,2707,0,1,2.0
4.0,,1,"Not much to say about it.  Pluses:

--Solid feel.  Not a flimsy light-weight keyboard.  This thing will stay in place during use.

--Nice damped key feel.  It keeps it quiet, and gives a great feel while typing.

--The ergo key layout is very natural feeling.  I adapted to it, and was typing at full speed, in under an hour.

--I didn't expect to care about the padded wrist rest, but I actually like it a lot.

Another reviewer mentioned that the space bar seemed a bit stiff.  I also noticed the same thing at first, but within 2-3 days it loosened up significantly, and now feels natural.

What don't I like?  Well, it's big!  It takes up a lot of desktop space.  But that's what you get with a full sized keyboard like this, and they don't exactly hide the dimensions.  I also don't really give a damn about all of the extraneous function keys, zoom sliders, etc.  I don't mind them being there, but honestly I don't need them or use them.  What I really want is a great ergo keyboard that lets me type all day while minimizing wrist and hand strain, and this keyboard accomplishes that very nicely.",Love this keyboard!,2013-03-01,0.5069800019264221,0.03579000011086464,0.38324999809265137,0.044270001351833344,0.02969999983906746,0,0.0,0.9926,201,1,-115.63,2704,0,1,0.0
3.0,,1,"I got this keyboard and am using it right now.  The keys are the ""membrane"" style underneath and have a kind of spongy feeling to them.  I got it primarily because my PC speakers don't have external volume controls, and I wanted something that was ergo and also had a keyboard volume control.  I don't use all the special keys (it sure has a LOT of them!).  I think I'd prefer a mechanical keyboard for the ""feel"" but I don't know that I can find one that's ergo AND had the volume controls -- at least one that cost less than a hundred dollars.  So, this one is just OK for me.",Spongy keys but durable,2013-02-23,0.4839699864387512,0.03700000047683716,0.4039900004863739,0.04575999826192856,0.029279999434947968,0,0.0,0.7871,111,1,-24.28,2698,0,1,0.0
5.0,,1,"I really hope Microsoft never stops making this keyboard - I have used this keyboard for a very long time and really have grown to love the split keyboard and shape for my wrists.  I had wrist and carpel tunnel issues for a while a long time ago, but after using this and a trackball (I know trackballs are weird but give it 3 days of use, and you will be hooked!) my wrists have felt much needed relief. The keyboard shortcuts are great! I just started using them at work to bring up my PuTTY and cmd prompt sessions instantly!  Just download the software from MS's site and program your keys away!",Only model keyboard I will own...hopefully!,2013-02-23,0.48243001103401184,0.04312000051140785,0.39858999848365784,0.04704999923706055,0.02881000004708767,0,0.0,0.9417,112,3,59.0,2698,0,1,0.0
